"ΠΕΡΙΦΕΡΕΙΑ","ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ","ΕΓΓΕΓΡΑΜΜΕΝΟΙ","ΨΗΦΙΣΑΝΤΕΣ","ΑΚΥΡΑ","ΛΕΥΚΑ","ΑΚΥΡΑ & ΛΕΥΚΑ","ΕΓΚΥΡΑ","ΣΥΡΙΖΑ","ΑΓΑΘΟΠΟΥΛΟΥ ΕΙΡΗΝΗ-ΕΛΕΝΗ του Δημητρίου","ΚΑΠΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη","ΠΕΡΠΕΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου","ΦΟΥΡΑΣ ΠΕΤΡΟΣ του Γεωργίου","ΨΑΡΡΑ ΣΟΦΙΑ του Θεοδώρου","Νέα Δημοκρατία","ΑΝΑΝΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Σολομώντος","ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου","ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου","ΞΟΠΛΙΔΟΥ ΑΜΑΛΙΑ του Δημητρίου","ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου","Λαϊκός Σύνδεσμος - Χρυσή Αυγή","ΗΛΙΑΔΟΥ ΧΡΙΣΤΙΝΑ (ΜΠΑΚΑ) του Γεωργίου","ΚΑΛΟΜΟΙΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου","ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ (ΤΟΝΗΣ) του Σάββα","ΠΑΠΑΔΟΠΟΥΛΟΥ ΧΡΥΣΗ του Μωϋσή ","ΧΑΤΖΗΣΑΒΒΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου","Κίνημα Αλλαγής","ΑΝΑΣΤΑΣΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου","ΜΠΑΝΤΡΑ ΚΑΛΙΡΟΗ του Κωνσταντίνου","ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου","ΣΤΕΦΑΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη","ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου","Κ.Κ.Ε.","ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη","ΣΙΔΗΡΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου","ΦΑΧΟΥΡΙΔΗΣ ΙΩΑΝΝΗΣ του Αριστοτέλη","ΧΑΤΖΗ ΕΙΡΗΝΗ του Αρέθα","Ένωση Κεντρώων","ΑΝΔΡΙΩΤΗ ΕΥΣΤΡΑΤΙΑ του Γαβριήλ","ΕΛΕΥΘΕΡΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου","ΝΙΚΟΛΑΟΥ ΧΡΗΣΤΟΣ του Χαράλαμπου","Ο.Κ.Δ.Ε.","ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΑΝΤ.ΑΡ.ΣΥ.Α.","ΜΑΛΓΑΡΙΝΟΥ ΒΑΣΙΛΙΚΗ του Νικολάου","Ελλήνων Συνέλευσις","ΒΑΡΥΤΙΜΙΔΗΣ ΘΕΟΦΙΛΟΣ του Σάββα","ΜΑΚΕΝΑΤΖΗ ΜΑΡΓΑΡΙΤΑ του Ιωσήφ","ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΣΑΦΑΡΙΔΟΥ ΖΩΓΙΑ του Γεωργίου","ΣΥΓΚΟΥ ΜΑΛΑΜΑΤΗ του Δημητρίου","Ελληνική Λύση - Κ. Βελόπουλος","ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου","ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ του Ιωάννη","ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου","Κ.Κ.Ε. (μ-λ)","ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ηλία","Μ-Λ Κ.Κ.Ε.","ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευαγγέλου","Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ","ΔΗΜΟΛΑΪΔΗΣ ΟΔΥΣΣΕΥΣ του Θεοδώρου","ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη","ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σταύρου","Λαϊκή Ενότητα","ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου","ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου","ΣΑΜΑΡΑ ΑΡΙΑΔΝΗ του Στεφάνου","ΜέΡΑ25","ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αλεξίου","ΚΑΣΚΑΡΙΔΟΥ ΜΑΡΙΑ του ΟΔΥΣΣΕΑ","ΚΩΤΣΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου","ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου","Δημιουργία ξανά - Θ. Τζήμερος","ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου","ΜΠΡΟΒΑΣ ΤΗΛΕΜΑΧΟΣ του Αθανασίου","ΠΑΠΑΡΙΖΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου","Πλεύση Ελευθερίας - Ζωή Κωνστ.","ΡΑΦΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου"
"10 - Κιλκίς","181 E.T. Δήμου Παιονίας","0538","0268","0001","0003","0004","0264","0059","0012","0002","0005","0003","0023","0120","0014","0036","0053","0005","0003","0003","0001","0000","0001","0000","0001","0031","0002","0000","0010","0000","0017","0014","0003","0000","0000","0004","0002","0006","0000","0000","0000","0000","0000","0002","0000","0002","0000","0000","0000","0000","0000","0020","0006","0001","0007","0002","0000","0000","0001","0000","0002","0000","0000","0000","0001","0000","0000","0000","0002","0000","0001","0000","0000","0000","0000","0000","0000","0001","0000"
"10 - Κιλκίς","182 E.T. Δήμου Παιονίας","0400","0175","0005","0002","0007","0168","0077","0032","0001","0001","0006","0025","0049","0004","0007","0028","0001","0001","0004","0000","0000","0004","0000","0000","0014","0000","0000","0000","0000","0004","0006","0002","0000","0000","0000","0004","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0004","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0004","0000","0001","0000","0000","0000","0000","0000","0000","0008","0000"
"10 - Κιλκίς","183 E.T. Δήμου Παιονίας","0419","0216","0004","0004","0008","0208","0088","0024","0001","0001","0007","0033","0071","0006","0013","0038","0000","0002","0005","0001","0000","0001","0000","0002","0016","0002","0000","0003","0002","0007","0007","0002","0000","0000","0000","0000","0004","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0010","0003","0002","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0000","0000","0004","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000"
"10 - Κιλκίς","184 E.T. Δήμου Παιονίας","0441","0204","0002","0002","0004","0200","0092","0032","0002","0003","0007","0030","0059","0007","0011","0029","0005","0002","0003","0000","0000","0002","0000","0000","0020","0001","0002","0006","0000","0007","0010","0002","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0006","0002","0001","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0002","0000","0000","0000","0001","0001","0000","0000","0000","0004","0000"
"10 - Κιλκίς","185 E.T. Δήμου Παιονίας","0387","0150","0005","0002","0007","0143","0025","0006","0001","0005","0001","0003","0056","0004","0012","0038","0001","0000","0004","0000","0000","0003","0000","0000","0021","0001","0000","0005","0002","0010","0005","0004","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0020","0005","0001","0000","0008","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0003","0000","0000","0001","0000","0004","0000","0000","0000","0004","0003"
"10 - Κιλκίς","186 E.T. Δήμου Παιονίας","0375","0151","0002","0002","0004","0147","0036","0014","0001","0003","0003","0003","0063","0000","0024","0025","0001","0000","0007","0000","0001","0005","0000","0001","0006","0002","0000","0002","0000","0002","0008","0001","0001","0000","0000","0002","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0016","0002","0002","0000","0006","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0005","0002","0001","0001","0000","0003","0000","0000","0000","0000","0000"
"10 - Κιλκίς","187 E.T. Δήμου Παιονίας","0509","0205","0012","0001","0013","0192","0064","0013","0001","0009","0002","0008","0067","0004","0012","0033","0002","0004","0000","0000","0000","0000","0000","0000","0031","0013","0002","0008","0000","0006","0005","0000","0004","0000","0000","0000","0006","0001","0000","0000","0000","0000","0000","0000","0002","0000","0001","0000","0000","0000","0003","0001","0001","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0010","0000","0000","0000","0001","0002","0000","0000","0000","0001","0000"
"10 - Κιλκίς","188 E.T. Δήμου Παιονίας","0357","0175","0002","0000","0002","0173","0062","0011","0000","0013","0001","0016","0069","0003","0010","0022","0000","0028","0004","0000","0000","0001","0000","0002","0015","0007","0000","0003","0000","0004","0004","0001","0000","0000","0001","0001","0003","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0008","0003","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0005","0001","0001","0001","0000","0000","0000","0000","0000","0002","0000"
"10 - Κιλκίς","189 E.T. Δήμου Παιονίας","0177","0116","0001","0000","0001","0115","0042","0009","0003","0018","0002","0009","0038","0005","0008","0023","0001","0001","0000","0000","0000","0000","0000","0000","0014","0002","0000","0006","0001","0005","0001","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0003","0000","0000","0000","0001","0000","0000","0000","0004","0000","0000","0000","0000","0001","0000","0000","0000","0006","0000"
"10 - Κιλκίς","190 E.T. Δήμου Παιονίας","0470","0296","0003","0003","0006","0290","0033","0006","0002","0001","0007","0007","0154","0030","0055","0038","0003","0017","0022","0002","0000","0009","0001","0003","0044","0001","0001","0014","0002","0024","0005","0001","0000","0001","0000","0001","0008","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0012","0002","0001","0002","0001","0000","0000","0000","0000","0002","0000","0000","0000","0002","0000","0000","0000","0002","0001","0000","0000","0000","0000","0000","0000","0000","0004","0000"
"10 - Κιλκίς","191 E.T. Δήμου Παιονίας","0462","0225","0004","0004","0008","0217","0038","0004","0000","0003","0009","0007","0097","0003","0045","0028","0001","0010","0011","0003","0002","0002","0000","0000","0017","0004","0000","0003","0003","0004","0009","0002","0000","0000","0000","0003","0004","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0027","0007","0001","0010","0001","0000","0000","0000","0000","0006","0004","0000","0000","0001","0000","0000","0000","0003","0000","0002","0000","0000","0001","0000","0000","0001","0003","0002"
"10 - Κιλκίς","192 E.T. Δήμου Παιονίας","0418","0239","0001","0000","0001","0238","0050","0003","0005","0005","0007","0011","0104","0005","0030","0046","0000","0019","0010","0001","0000","0004","0000","0002","0031","0002","0001","0007","0001","0019","0004","0001","0002","0000","0000","0000","0006","0001","0002","0001","0000","0000","0000","0000","0003","0000","0001","0000","0000","0001","0013","0008","0000","0001","0000","0000","0000","0000","0000","0001","0000","0000","0000","0002","0000","0000","0001","0006","0001","0001","0000","0001","0006","0002","0003","0000","0002","0000"
"10 - Κιλκίς","193 E.T. Δήμου Παιονίας","0495","0299","0006","0000","0006","0293","0069","0013","0003","0007","0004","0030","0135","0017","0051","0060","0002","0002","0013","0001","0003","0005","0000","0003","0026","0004","0000","0009","0003","0007","0009","0003","0001","0000","0000","0002","0006","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0009","0002","0000","0002","0000","0005","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0010","0002","0005","0001","0000","0001","0000","0000","0000","0006","0000"
"10 - Κιλκίς","194 E.T. Δήμου Παιονίας","0507","0306","0002","0000","0002","0304","0059","0013","0001","0004","0001","0020","0130","0014","0046","0056","0005","0004","0021","0002","0001","0010","0000","0005","0035","0002","0000","0015","0002","0015","0017","0004","0000","0001","0002","0006","0003","0000","0000","0000","0000","0000","0001","0000","0003","0000","0000","0000","0000","0000","0011","0002","0000","0008","0000","0004","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0008","0000","0003","0001","0002","0003","0000","0000","0000","0007","0000"
"10 - Κιλκίς","195 E.T. Δήμου Παιονίας","0498","0302","0002","0003","0005","0297","0064","0009","0002","0007","0006","0022","0145","0016","0038","0070","0001","0014","0010","0001","0001","0004","0000","0002","0023","0001","0000","0009","0001","0010","0017","0002","0003","0001","0001","0004","0002","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0009","0001","0003","0002","0000","0004","0003","0000","0000","0002","0001","0000","0000","0002","0002","0000","0000","0010","0002","0004","0001","0001","0002","0001","0000","0000","0007","0006"
"10 - Κιλκίς","196 E.T. Δήμου Παιονίας","0536","0330","0002","0001","0003","0327","0075","0017","0001","0013","0007","0023","0133","0018","0045","0054","0000","0006","0016","0000","0000","0003","0000","0013","0026","0009","0000","0007","0000","0009","0029","0005","0001","0000","0001","0014","0002","0000","0000","0000","0000","0000","0002","0000","0001","0000","0000","0000","0000","0000","0021","0007","0002","0005","0002","0005","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0010","0002","0002","0000","0000","0001","0000","0000","0000","0004","0000"
"10 - Κιλκίς","197 E.T. Δήμου Παιονίας","0564","0372","0004","0003","0007","0365","0072","0018","0004","0002","0001","0028","0195","0035","0058","0046","0006","0035","0031","0000","0000","0018","0000","0011","0020","0001","0000","0014","0000","0005","0007","0000","0002","0000","0000","0000","0003","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0014","0006","0002","0003","0000","0000","0000","0000","0000","0003","0002","0000","0000","0002","0001","0000","0001","0007","0001","0002","0000","0000","0007","0002","0000","0002","0004","0003"
"10 - Κιλκίς","198 E.T. Δήμου Παιονίας","0541","0378","0001","0001","0002","0376","0111","0048","0008","0001","0003","0051","0147","0033","0056","0035","0003","0020","0019","0001","0001","0013","0000","0004","0021","0002","0000","0016","0000","0003","0016","0003","0000","0000","0001","0004","0008","0002","0001","0001","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0026","0008","0004","0007","0002","0000","0000","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0010","0000","0001","0003","0002","0010","0004","0000","0002","0005","0000"
"10 - Κιλκίς","199 E.T. Δήμου Παιονίας","0569","0349","0003","0005","0008","0341","0080","0008","0001","0008","0003","0035","0145","0022","0046","0025","0005","0012","0024","0002","0002","0010","0001","0001","0028","0002","0000","0016","0001","0009","0015","0004","0001","0000","0000","0002","0004","0000","0000","0000","0000","0000","0004","0000","0000","0000","0000","0000","0000","0000","0021","0005","0001","0006","0002","0001","0000","0000","0000","0003","0000","0000","0000","0001","0000","0000","0000","0007","0001","0003","0000","0001","0008","0000","0000","0000","0000","0000"
"10 - Κιλκίς","200 E.T. Δήμου Παιονίας","0305","0201","0000","0000","0000","0201","0045","0000","0000","0003","0001","0014","0100","0006","0023","0039","0002","0007","0011","0002","0001","0003","0001","0002","0009","0000","0000","0004","0002","0003","0002","0000","0000","0000","0000","0001","0003","0000","0001","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0017","0002","0000","0012","0000","0000","0000","0000","0000","0008","0008","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0001","0000","0000","0000","0003","0003"
"10 - Κιλκίς","201 E.T. Δήμου Παιονίας","0532","0353","0006","0004","0010","0343","0051","0014","0001","0012","0000","0006","0201","0015","0036","0113","0006","0013","0008","0000","0001","0004","0000","0003","0038","0003","0001","0010","0000","0017","0008","0001","0000","0000","0001","0000","0004","0001","0001","0000","0000","0000","0000","0000","0003","0000","0002","0001","0000","0000","0020","0008","0003","0002","0001","0000","0000","0001","0000","0001","0000","0001","0000","0001","0000","0000","0000","0005","0000","0001","0000","0002","0000","0000","0000","0000","0002","0000"
"10 - Κιλκίς","202 E.T. Δήμου Παιονίας","0353","0234","0003","0003","0006","0228","0055","0023","0001","0002","0002","0017","0095","0005","0026","0032","0003","0022","0010","0002","0001","0006","0000","0001","0035","0003","0000","0008","0001","0019","0007","0002","0000","0000","0001","0002","0006","0000","0000","0000","0000","0000","0003","0000","0002","0000","0000","0000","0000","0000","0005","0001","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0009","0000","0003","0000","0002","0000","0000","0000","0000","0001","0000"
"10 - Κιλκίς","203 E.T. Δήμου Παιονίας","0354","0216","0003","0000","0003","0213","0055","0016","0000","0009","0001","0018","0088","0008","0014","0034","0004","0023","0014","0002","0000","0007","0002","0002","0021","0000","0000","0003","0002","0014","0005","0000","0000","0000","0000","0001","0004","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0012","0002","0002","0005","0000","0000","0000","0000","0000","0001","0000","0001","0000","0001","0000","0000","0000","0009","0001","0003","0001","0001","0000","0000","0000","0000","0003","0001"
"10 - Κιλκίς","204 E.T. Δήμου Παιονίας","0308","0149","0001","0000","0001","0148","0017","0003","0002","0003","0002","0001","0102","0006","0053","0024","0000","0006","0004","0001","0000","0000","0001","0001","0013","0002","0000","0007","0000","0003","0002","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0005","0004","0001","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0002","0000"
"10 - Κιλκίς","205 E.T. Δήμου Παιονίας","0256","0111","0002","0000","0002","0109","0011","0004","0000","0003","0001","0003","0068","0001","0028","0024","0003","0001","0007","0001","0001","0000","0000","0002","0006","0004","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0008","0002","0001","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0004","0001","0000","0000","0002","0000","0000","0000","0000","0001","0000"
"10 - Κιλκίς","206 E.T. Δήμου Παιονίας","0534","0290","0005","0002","0007","0283","0049","0007","0000","0006","0002","0025","0122","0011","0046","0033","0003","0015","0027","0002","0005","0019","0000","0000","0025","0002","0000","0015","0001","0006","0015","0007","0000","0000","0001","0006","0007","0003","0001","0000","0000","0000","0002","0000","0001","0000","0000","0000","0000","0000","0025","0006","0002","0010","0004","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0002","0001","0001","0000","0000","0005","0000","0000","0000","0002","0000"
"10 - Κιλκίς","207 E.T. Δήμου Παιονίας","0529","0357","0004","0000","0004","0353","0067","0008","0002","0010","0002","0030","0167","0002","0066","0054","0008","0017","0017","0000","0001","0010","0000","0005","0023","0005","0000","0008","0000","0008","0014","0006","0001","0000","0001","0004","0004","0000","0000","0000","0000","0000","0000","0000","0003","0000","0000","0000","0000","0000","0026","0009","0003","0005","0002","0000","0000","0000","0000","0002","0000","0000","0000","0002","0000","0000","0000","0013","0002","0003","0000","0001","0006","0000","0000","0000","0009","0000"
"10 - Κιλκίς","208 E.T. Δήμου Παιονίας","0540","0297","0001","0003","0004","0293","0059","0004","0003","0004","0000","0041","0110","0004","0043","0037","0001","0019","0029","0001","0001","0020","0000","0000","0030","0005","0000","0006","0000","0017","0009","0002","0000","0000","0000","0006","0006","0000","0000","0000","0000","0000","0000","0000","0006","0000","0000","0000","0000","0000","0021","0004","0003","0006","0001","0000","0000","0001","0000","0000","0000","0000","0000","0002","0000","0000","0000","0003","0001","0000","0001","0001","0012","0000","0000","0000","0005","0000"
"10 - Κιλκίς","209 E.T. Δήμου Παιονίας","0551","0306","0006","0001","0007","0299","0056","0002","0001","0004","0004","0036","0154","0006","0050","0068","0002","0016","0012","0001","0001","0008","0000","0001","0033","0004","0000","0012","0001","0013","0003","0001","0000","0000","0000","0001","0004","0002","0001","0001","0000","0000","0000","0000","0002","0000","0001","0000","0000","0001","0014","0008","0002","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0002","0002","0000","0000","0007","0000","0004","0000","0001","0007","0007","0000","0000","0005","0003"
"10 - Κιλκίς","210 E.T. Δήμου Παιονίας","0536","0305","0004","0004","0008","0297","0073","0006","0005","0007","0003","0043","0140","0004","0056","0041","0000","0017","0015","0001","0002","0009","0000","0002","0011","0001","0000","0004","0001","0002","0012","0006","0000","0000","0000","0006","0006","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0017","0005","0002","0003","0005","0000","0000","0000","0000","0001","0000","0000","0000","0006","0000","0000","0000","0008","0001","0000","0000","0004","0004","0000","0000","0000","0003","0000"
"10 - Κιλκίς","211 E.T. Δήμου Παιονίας","0550","0274","0005","0003","0008","0266","0069","0007","0002","0005","0001","0047","0132","0009","0046","0036","0004","0010","0015","0001","0001","0000","0000","0001","0019","0004","0000","0010","0000","0004","0004","0001","0001","0000","0000","0002","0000","0000","0000","0000","0000","0000","0003","0001","0000","0000","0000","0000","0000","0000","0011","0004","0000","0002","0000","0000","0000","0000","0000","0001","0000","0001","0000","0001","0001","0000","0000","0005","0004","0000","0000","0000","0003","0002","0001","0000","0003","0002"
"10 - Κιλκίς","212 E.T. Δήμου Παιονίας","0532","0364","0009","0000","0009","0355","0079","0012","0002","0009","0001","0039","0168","0006","0052","0069","0002","0022","0028","0001","0000","0019","0002","0001","0033","0003","0002","0010","0002","0010","0008","0003","0001","0000","0000","0002","0004","0002","0000","0000","0002","0000","0000","0000","0003","0000","0003","0000","0000","0000","0014","0004","0001","0001","0005","0000","0000","0000","0000","0002","0000","0002","0000","0000","0000","0000","0000","0008","0001","0000","0001","0001","0004","0001","0000","0001","0002","0002"
"10 - Κιλκίς","213 E.T. Δήμου Παιονίας","0529","0321","0009","0002","0011","0310","0094","0012","0001","0004","0001","0056","0110","0004","0047","0031","0003","0010","0027","0002","0001","0017","0000","0004","0022","0001","0000","0013","0000","0004","0008","0003","0000","0000","0000","0004","0007","0000","0000","0000","0000","0000","0000","0000","0006","0000","0000","0000","0000","0000","0008","0003","0000","0003","0000","0001","0000","0000","0000","0006","0000","0000","0000","0002","0000","0000","0000","0008","0001","0001","0000","0001","0006","0000","0000","0000","0005","0000"
"10 - Κιλκίς","214 E.T. Δήμου Παιονίας","0541","0299","0003","0005","0008","0291","0055","0002","0000","0002","0003","0038","0138","0008","0049","0046","0002","0019","0019","0001","0000","0013","0000","0003","0022","0002","0000","0012","0000","0006","0005","0000","0000","0000","0000","0003","0006","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0020","0005","0001","0005","0004","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0008","0001","0001","0001","0001","0007","0000","0000","0000","0008","0000"
"10 - Κιλκίς","215 E.T. Δήμου Παιονίας","0549","0317","0005","0003","0008","0309","0056","0003","0000","0006","0000","0038","0148","0007","0068","0048","0005","0011","0027","0001","0001","0018","0000","0002","0029","0002","0000","0015","0001","0008","0006","0001","0000","0001","0000","0002","0004","0000","0002","0000","0000","0000","0000","0000","0005","0000","0004","0000","0001","0000","0012","0006","0000","0002","0000","0001","0001","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0014","0002","0005","0000","0002","0004","0003","0000","0000","0002","0001"
"10 - Κιλκίς","216 E.T. Δήμου Παιονίας","0346","0204","0000","0002","0002","0202","0043","0006","0000","0006","0006","0017","0102","0022","0019","0047","0001","0006","0013","0000","0000","0011","0001","0000","0015","0003","0000","0005","0001","0005","0007","0001","0001","0002","0001","0000","0004","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0009","0003","0000","0005","0000","0000","0000","0000","0000","0002","0000","0000","0000","0002","0001","0000","0000","0002","0001","0000","0000","0000","0001","0000","0000","0000","0001","0000"
"10 - Κιλκίς","217 E.T. Δήμου Παιονίας","0350","0220","0001","0001","0002","0218","0048","0010","0000","0000","0002","0013","0099","0013","0039","0028","0001","0001","0017","0002","0001","0010","0000","0001","0006","0000","0000","0001","0000","0004","0008","0006","0000","0000","0000","0001","0011","0005","0002","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0016","0004","0004","0002","0001","0000","0000","0001","0001","0002","0000","0000","0000","0003","0000","0000","0000","0004","0001","0001","0001","0000","0001","0001","0000","0000","0001","0000"
"10 - Κιλκίς","218 E.T. Δήμου Παιονίας","0524","0292","0000","0001","0001","0291","0065","0014","0003","0010","0002","0023","0047","0000","0018","0022","0001","0003","0070","0000","0000","0069","0000","0000","0043","0006","0000","0012","0000","0024","0040","0009","0001","0000","0000","0021","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0008","0003","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0009","0000","0001","0000","0002","0000","0000","0000","0000","0005","0000"
"10 - Κιλκίς","219 E.T. Δήμου Παιονίας","0473","0268","0004","0001","0005","0263","0066","0015","0001","0009","0009","0021","0063","0007","0020","0026","0001","0003","0052","0001","0000","0051","0000","0000","0028","0001","0000","0011","0000","0014","0025","0008","0002","0002","0003","0007","0001","0000","0000","0000","0000","0000","0001","0000","0004","0000","0000","0000","0000","0000","0011","0003","0002","0005","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0003","0000","0003","0000","0000","0002","0000","0000","0000","0006","0000"
"10 - Κιλκίς","220 E.T. Δήμου Παιονίας","0440","0266","0006","0000","0006","0260","0038","0008","0005","0003","0001","0017","0127","0004","0060","0041","0004","0006","0017","0000","0001","0012","0000","0003","0040","0001","0000","0021","0002","0014","0004","0001","0000","0000","0000","0000","0003","0000","0000","0000","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0019","0005","0000","0010","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0008","0001","0000","0000","0004","0000","0000","0000","0000","0000","0000"
